transaction_id,vendor,amount,date
TXN10930,Vendor_035,878.52,2025-07-13
TXN10947,Vendor_056,735.48,2025-04-21
TXN10097,Vendor_035,2538.61,2025-10-09
TXN10128,Vendor_044,2058.12,2025-06-05
TXN10544,Vendor_050,72.74,2025-05-09
TXN10379,Vendor_026,632.2,2025-08-30
TXN10203,Vendor_060,7114.87,2025-10-08
TXN10343,Vendor_032,935.4,2025-04-02
TXN10888,Vendor_006,3896.57,2025-01-17
TXN10808,Vendor_041,9250.96,2025-09-25
TXN10518,Vendor_049,2057.26,2025-07-02
TXN10779,Vendor_008,4051.63,2025-04-19
TXN10488,Vendor_011,16208.39,2025-08-31
TXN10237,Vendor_027,2303.97,2025-10-20
TXN10549,Vendor_057,824.53,2025-01-31
TXN10400,Vendor_033,227.52,2025-01-10
TXN10570,Vendor_020,1851.86,2025-05-23
TXN10232,Vendor_009,1918.39,2025-09-28
TXN10442,Vendor_058,123.02,2025-04-24
TXN10098,Vendor_008,1820.1,2025-04-10
TXN10875,Vendor_039,18637.39,2025-01-08
TXN20028,Vendor_064,70270.0,2025-05-29
TXN10511,Vendor_019,1693.73,2025-07-30
TXN10612,Vendor_052,2601.8,2025-08-15
TXN10217,Vendor_025,1328.94,2025-09-20
TXN10360,Vendor_033,3551.59,2025-09-17
TXN10558,Vendor_031,3019.32,2025-04-16
TXN10919,Vendor_019,2326.96,2025-09-21
TXN20008,Vendor_061,5590.0,2025-06-03
TXN10225,Vendor_054,7447.52,2025-06-21
TXN10018,Vendor_009,555.33,2025-06-15
TXN10168,Vendor_041,1314.22,2025-03-31
TXN10292,Vendor_057,840.36,2025-02-24
TXN10607,Vendor_058,358.51,2025-10-11
TXN10397,Vendor_009,10509.49,2025-05-09
TXN10540,Vendor_021,5358.29,2025-03-15
TXN10328,Vendor_002,4069.83,2025-05-10
TXN10862,Vendor_051,13517.72,2025-09-07
TXN10667,Vendor_027,12774.3,2025-10-16
TXN10093,Vendor_012,1180.91,2025-05-11
TXN10213,Vendor_042,4216.7,2025-06-07
TXN10337,Vendor_052,1190.58,2025-01-25
TXN10425,Vendor_008,10713.08,2025-09-13
TXN10803,Vendor_020,991.32,2025-06-04
TXN10115,Vendor_003,2675.82,2025-04-28
TXN10158,Vendor_001,384.25,2025-04-29
TXN20039,Vendor_065,913300.0,2025-06-02
TXN10112,Vendor_001,1955.3,2025-06-13
TXN10036,Vendor_028,2372.08,2025-05-28
TXN10105,Vendor_014,3057.23,2025-08-19
TXN10362,Vendor_040,1569.66,2025-09-30
TXN10365,Vendor_038,1073.21,2025-08-19
TXN10441,Vendor_040,1732.81,2025-05-04
TXN10565,Vendor_004,1063.69,2025-06-27
TXN10351,Vendor_019,12307.49,2025-09-23
TXN20023,Vendor_064,6740.0,2025-01-31
TXN10249,Vendor_017,3060.94,2025-05-30
TXN10852,Vendor_060,789.5,2025-07-20
TXN10796,Vendor_039,1717.42,2025-09-15
TXN10406,Vendor_008,451.28,2025-03-20
TXN10853,Vendor_049,8482.17,2025-10-12
TXN10164,Vendor_027,6325.78,2025-10-16
TXN10876,Vendor_028,922.52,2025-01-05
TXN10861,Vendor_034,252.03,2025-04-19
TXN10828,Vendor_034,1047.08,2025-06-05
TXN10083,Vendor_044,921.73,2025-01-20
TXN10698,Vendor_048,6010.33,2025-03-24
TXN10295,Vendor_020,734.52,2025-01-03
TXN10070,Vendor_008,2892.32,2025-08-09
TXN10610,Vendor_003,4233.04,2025-02-13
TXN10664,Vendor_048,715.73,2025-05-30
TXN10923,Vendor_001,727.67,2025-10-19
TXN20013,Vendor_065,691000.0,2025-03-24
TXN10902,Vendor_007,1876.88,2025-06-12
TXN10724,Vendor_011,2257.75,2025-03-05
TXN10127,Vendor_037,865.94,2025-04-30
TXN10840,Vendor_045,1695.44,2025-03-08
TXN10001,Vendor_034,1510.59,2025-06-12
TXN10897,Vendor_017,2187.97,2025-06-28
TXN10539,Vendor_029,854.09,2025-02-18
TXN10601,Vendor_004,545.22,2025-08-02
TXN10308,Vendor_014,3682.06,2025-10-19
TXN10585,Vendor_041,2496.6,2025-03-27
TXN10410,Vendor_037,4560.1,2025-01-08
TXN10171,Vendor_009,626.06,2025-06-10
TXN10417,Vendor_040,2101.44,2025-08-16
TXN10763,Vendor_039,1595.79,2025-09-02
TXN10935,Vendor_035,941.36,2025-03-13
TXN10603,Vendor_021,10533.64,2025-03-20
TXN10460,Vendor_029,23251.91,2025-08-01
TXN10866,Vendor_024,2621.82,2025-05-05
TXN10637,Vendor_009,1988.85,2025-01-12
TXN10423,Vendor_047,6393.53,2025-08-08
TXN10315,Vendor_004,1858.09,2025-09-19
TXN10376,Vendor_021,5619.61,2025-05-18
TXN10524,Vendor_017,670.33,2025-07-17
TXN10867,Vendor_035,2792.78,2025-04-21
TXN10438,Vendor_015,197.47,2025-09-30
TXN10739,Vendor_020,6759.34,2025-06-06
TXN10150,Vendor_020,2503.99,2025-05-31
TXN20049,Vendor_061,64400.0,2025-09-24
TXN10556,Vendor_014,959.21,2025-04-30
TXN10819,Vendor_030,7223.71,2025-07-07
TXN10807,Vendor_002,970.32,2025-03-22
TXN10409,Vendor_032,3529.0,2025-03-28
TXN10143,Vendor_043,2298.53,2025-05-06
TXN10526,Vendor_048,217.93,2025-02-16
TXN10858,Vendor_004,881.93,2025-03-10
TXN20036,Vendor_061,878300.0,2025-04-14
TXN10827,Vendor_036,916.24,2025-06-16
TXN10208,Vendor_034,3531.8,2025-02-21
TXN10440,Vendor_009,2978.83,2025-06-02
TXN10131,Vendor_059,1976.6,2025-05-10
TXN10380,Vendor_045,606.9,2025-08-01
TXN10174,Vendor_009,2590.74,2025-09-02
TXN10533,Vendor_003,374.53,2025-04-17
TXN10270,Vendor_008,11774.07,2025-03-11
TXN10407,Vendor_017,1502.53,2025-06-22
TXN10869,Vendor_036,24668.09,2025-09-30
TXN10123,Vendor_054,292.25,2025-10-11
TXN10138,Vendor_049,5206.03,2025-06-28
TXN10051,Vendor_006,1095.97,2025-03-14
TXN10624,Vendor_015,14344.8,2025-08-26
TXN10275,Vendor_044,3296.89,2025-01-27
TXN20015,Vendor_064,6924.0,2025-08-05
TXN10342,Vendor_032,2486.07,2025-05-08
TXN10256,Vendor_035,9386.09,2025-09-20
TXN10182,Vendor_024,449.37,2025-03-30
TXN10617,Vendor_051,4644.77,2025-09-24
TXN10300,Vendor_005,615.42,2025-09-05
TXN10690,Vendor_038,1130.87,2025-05-22
TXN10765,Vendor_042,724.78,2025-08-21
TXN10240,Vendor_036,645.3,2025-03-01
TXN10230,Vendor_021,699.61,2025-08-02
TXN10915,Vendor_024,2598.6,2025-02-04
TXN10326,Vendor_052,8148.13,2025-01-14
TXN10458,Vendor_028,880.29,2025-10-12
TXN10681,Vendor_053,416.64,2025-05-22
TXN10662,Vendor_041,1732.67,2025-03-16
TXN10762,Vendor_020,50418.32,2025-03-31
TXN10465,Vendor_043,1356.6,2025-07-08
TXN10163,Vendor_049,622.11,2025-03-17
TXN10167,Vendor_053,21286.55,2025-03-10
TXN10145,Vendor_050,4995.88,2025-10-12
TXN10206,Vendor_004,3531.74,2025-10-04
TXN10500,Vendor_045,6027.16,2025-01-20
TXN10188,Vendor_049,601.34,2025-10-18
TXN10324,Vendor_014,488.91,2025-05-14
TXN10657,Vendor_026,1752.22,2025-10-04
TXN10740,Vendor_051,165.15,2025-05-12
TXN10830,Vendor_004,314.89,2025-02-25
TXN10850,Vendor_023,804.26,2025-05-14
TXN20041,Vendor_065,852700.0,2025-05-15
TXN10895,Vendor_023,4202.03,2025-07-22
TXN10575,Vendor_058,102.06,2025-01-21
TXN10079,Vendor_033,136.48,2025-08-01
TXN10809,Vendor_035,565.1,2025-08-23
TXN10687,Vendor_059,1110.69,2025-08-07
TXN10939,Vendor_045,868.44,2025-03-02
TXN10844,Vendor_051,2244.84,2025-09-19
TXN10229,Vendor_055,4374.19,2025-04-28
TXN10723,Vendor_012,4751.63,2025-02-04
TXN10912,Vendor_010,2500.38,2025-10-25
TXN10100,Vendor_042,287.15,2025-01-14
TXN10290,Vendor_047,1379.45,2025-07-27
TXN10444,Vendor_044,331.69,2025-10-15
TXN10946,Vendor_002,248.84,2025-01-13
TXN10053,Vendor_032,4004.52,2025-02-10
TXN10391,Vendor_035,3427.19,2025-08-21
TXN20012,Vendor_062,713600.0,2025-04-10
TXN20048,Vendor_062,552800.0,2025-07-18
TXN10666,Vendor_011,1297.93,2025-09-28
TXN10251,Vendor_015,5962.35,2025-06-09
TXN10499,Vendor_060,299.57,2025-02-26
TXN10475,Vendor_001,1308.0,2025-09-18
TXN10670,Vendor_035,9135.39,2025-09-05
TXN10271,Vendor_041,279.61,2025-07-15
TXN10044,Vendor_002,264.52,2025-06-15
TXN10113,Vendor_045,44454.2,2025-10-14
TXN10024,Vendor_008,890.96,2025-10-04
TXN10211,Vendor_028,7912.79,2025-10-18
TXN10620,Vendor_024,647.02,2025-10-24
TXN10169,Vendor_028,678.68,2025-07-11
TXN10591,Vendor_048,971.7,2025-02-26
TXN20019,Vendor_063,553200.0,2025-05-20
TXN10596,Vendor_060,1273.04,2025-02-28
TXN10520,Vendor_052,206.39,2025-04-23
TXN10032,Vendor_017,1776.59,2025-03-17
TXN10611,Vendor_033,1682.0,2025-02-11
TXN10109,Vendor_059,1641.26,2025-01-28
TXN10136,Vendor_006,653.13,2025-09-02
TXN10330,Vendor_020,1779.48,2025-09-13
TXN10222,Vendor_042,4412.24,2025-10-25
TXN10028,Vendor_033,828.13,2025-04-12
TXN10287,Vendor_022,3884.74,2025-10-27
TXN10722,Vendor_049,313.36,2025-06-07
TXN10055,Vendor_008,6067.27,2025-06-27
TXN20037,Vendor_065,869700.0,2025-06-19
TXN10881,Vendor_054,906.75,2025-06-22
TXN10901,Vendor_047,1084.27,2025-09-17
TXN10048,Vendor_034,2826.24,2025-04-16
TXN10904,Vendor_045,2317.93,2025-08-13
TXN20026,Vendor_065,9854.0,2025-06-11
TXN10642,Vendor_034,1290.17,2025-09-17
TXN10545,Vendor_024,641.65,2025-04-10
TXN10477,Vendor_035,2709.79,2025-08-12
TXN10547,Vendor_054,1388.59,2025-06-23
TXN10063,Vendor_011,381.81,2025-01-12
TXN10413,Vendor_043,9518.38,2025-04-19
TXN10384,Vendor_011,673.93,2025-07-10
TXN10889,Vendor_051,7641.24,2025-05-27
TXN10322,Vendor_030,624.1,2025-08-04
TXN10451,Vendor_021,6258.43,2025-05-29
TXN10781,Vendor_033,318.64,2025-03-31
TXN10234,Vendor_042,29352.33,2025-03-13
TXN10656,Vendor_012,1841.08,2025-10-13
TXN10557,Vendor_010,1030.37,2025-07-01
TXN10462,Vendor_050,728.04,2025-04-05
TXN10424,Vendor_017,4183.86,2025-08-11
TXN10880,Vendor_034,48291.56,2025-09-24
TXN10303,Vendor_020,3997.73,2025-08-19
TXN10884,Vendor_054,4387.25,2025-01-05
TXN10689,Vendor_034,3221.31,2025-02-15
TXN10219,Vendor_010,2011.1,2025-02-08
TXN10870,Vendor_035,1436.51,2025-09-09
TXN10296,Vendor_016,5822.47,2025-01-30
TXN10021,Vendor_002,1348.15,2025-03-13
TXN10760,Vendor_046,855.49,2025-07-09
TXN10420,Vendor_051,26343.38,2025-09-18
TXN10325,Vendor_003,372.99,2025-01-07
TXN10199,Vendor_036,409.17,2025-09-28
TXN10450,Vendor_041,1666.56,2025-01-18
TXN10137,Vendor_059,1189.54,2025-06-10
TXN10536,Vendor_017,590.79,2025-02-20
TXN10696,Vendor_026,2762.73,2025-04-12
TXN10717,Vendor_002,2198.2,2025-05-05
TXN10646,Vendor_027,54.27,2025-01-25
TXN10628,Vendor_016,1943.88,2025-09-16
TXN10212,Vendor_008,6249.16,2025-05-24
TXN20011,Vendor_061,8650.0,2025-04-17
TXN10934,Vendor_030,3203.56,2025-03-16
TXN10921,Vendor_040,476.05,2025-01-30
TXN10505,Vendor_037,959.81,2025-07-05
TXN10815,Vendor_054,262.11,2025-04-17
TXN10231,Vendor_028,2395.62,2025-01-26
TXN10405,Vendor_059,4063.11,2025-08-02
TXN10729,Vendor_033,657.34,2025-07-20
TXN10568,Vendor_015,158.85,2025-06-09
TXN10317,Vendor_022,1207.92,2025-04-11
TXN10183,Vendor_021,3385.36,2025-05-23
TXN10856,Vendor_052,612.74,2025-04-19
TXN10854,Vendor_013,11460.43,2025-02-28
TXN10693,Vendor_030,4026.76,2025-03-25
TXN10609,Vendor_025,12642.98,2025-09-05
TXN10626,Vendor_042,499.45,2025-09-25
TXN10485,Vendor_012,284.6,2025-07-28
TXN10278,Vendor_008,1979.78,2025-02-19
TXN10630,Vendor_043,200.3,2025-02-09
TXN10020,Vendor_054,12153.15,2025-04-27
TXN10170,Vendor_006,568.86,2025-03-04
TXN10401,Vendor_050,829.49,2025-08-20
TXN10924,Vendor_025,8548.92,2025-02-06
TXN10566,Vendor_033,127.8,2025-01-07
TXN10176,Vendor_041,1838.86,2025-04-08
TXN10327,Vendor_009,5060.2,2025-06-12
TXN10706,Vendor_047,342.22,2025-04-30
TXN10198,Vendor_015,1950.17,2025-10-27
TXN10470,Vendor_039,1264.5,2025-04-18
TXN10842,Vendor_004,420.09,2025-06-03
TXN10694,Vendor_049,3908.98,2025-10-08
TXN10266,Vendor_045,15095.24,2025-02-05
TXN10615,Vendor_025,2138.77,2025-06-27
TXN10732,Vendor_032,3073.98,2025-03-06
TXN10492,Vendor_004,1999.35,2025-04-21
TXN10130,Vendor_006,240.84,2025-04-18
TXN10338,Vendor_013,3092.73,2025-04-27
TXN10851,Vendor_004,878.2,2025-10-01
TXN10489,Vendor_031,5688.1,2025-03-11
TXN10572,Vendor_021,2765.58,2025-06-03
TXN10606,Vendor_027,661.21,2025-06-17
TXN10193,Vendor_003,358.0,2025-03-26
TXN10140,Vendor_042,2430.12,2025-10-03
TXN10416,Vendor_020,13581.96,2025-10-04
TXN10660,Vendor_033,857.69,2025-06-12
TXN10476,Vendor_003,3825.8,2025-04-14
TXN10714,Vendor_041,1721.71,2025-07-15
TXN10152,Vendor_060,746.93,2025-01-08
TXN10849,Vendor_060,906.6,2025-02-04
TXN10898,Vendor_053,8677.26,2025-08-07
TXN10010,Vendor_046,989.85,2025-02-19
TXN10269,Vendor_003,2143.0,2025-03-14
TXN10096,Vendor_015,2657.01,2025-08-13
TXN10210,Vendor_029,3797.73,2025-08-27
TXN20034,Vendor_063,8535.0,2025-08-16
TXN10752,Vendor_026,508.45,2025-10-10
TXN10569,Vendor_056,1144.85,2025-07-22
TXN10813,Vendor_024,2334.43,2025-10-21
TXN10775,Vendor_046,234.79,2025-02-14
TXN10548,Vendor_060,2929.21,2025-07-07
TXN10943,Vendor_055,1589.34,2025-06-11
TXN10532,Vendor_010,1659.21,2025-02-19
TXN10933,Vendor_046,103.71,2025-09-17
TXN10332,Vendor_002,1995.29,2025-10-08
TXN10075,Vendor_032,5263.09,2025-02-28
TXN10712,Vendor_053,890.34,2025-08-15
TXN10077,Vendor_051,1225.73,2025-02-04
TXN10263,Vendor_004,477.37,2025-08-06
TXN20043,Vendor_061,7775.0,2025-02-14
TXN10149,Vendor_023,2660.0,2025-10-21
TXN10932,Vendor_009,275.22,2025-10-17
TXN10514,Vendor_030,854.23,2025-04-27
TXN10940,Vendor_019,342.27,2025-05-03
TXN10469,Vendor_023,855.29,2025-01-30
TXN10564,Vendor_043,8617.74,2025-01-21
TXN10774,Vendor_011,4057.62,2025-05-07
TXN10461,Vendor_015,1892.86,2025-10-10
TXN10253,Vendor_009,6920.23,2025-03-19
TXN10771,Vendor_041,870.26,2025-02-08
TXN10845,Vendor_059,3429.56,2025-05-05
TXN10369,Vendor_027,661.88,2025-04-02
TXN10321,Vendor_018,3919.44,2025-10-18
TXN10695,Vendor_040,1209.05,2025-09-27
TXN10151,Vendor_045,2836.66,2025-08-22
TXN10949,Vendor_039,2480.81,2025-08-03
TXN10302,Vendor_030,4776.59,2025-05-29
TXN10190,Vendor_026,1011.84,2025-09-24
TXN10586,Vendor_049,995.09,2025-01-17
TXN10348,Vendor_002,710.54,2025-03-01
TXN10243,Vendor_019,5571.85,2025-06-13
TXN10793,Vendor_049,343.86,2025-08-13
TXN10087,Vendor_041,2772.14,2025-09-07
TXN10751,Vendor_012,311.94,2025-09-19
TXN10655,Vendor_022,1952.73,2025-05-11
TXN10909,Vendor_050,30098.52,2025-01-22
TXN10778,Vendor_012,1641.29,2025-03-13
TXN10418,Vendor_011,8375.67,2025-07-30
TXN10288,Vendor_058,2605.26,2025-02-05
TXN10648,Vendor_025,1339.14,2025-06-03
TXN10166,Vendor_031,5264.17,2025-05-22
TXN10595,Vendor_012,931.67,2025-10-21
TXN10937,Vendor_013,4540.82,2025-06-22
TXN10155,Vendor_029,714.33,2025-01-05
TXN10356,Vendor_009,1765.05,2025-04-09
TXN10381,Vendor_053,829.47,2025-06-22
TXN10279,Vendor_003,1095.64,2025-10-27
TXN10126,Vendor_037,498.85,2025-07-23
TXN10707,Vendor_038,17698.45,2025-06-13
TXN10777,Vendor_044,1310.58,2025-01-19
TXN10022,Vendor_011,1973.94,2025-03-05
TXN10616,Vendor_043,2084.35,2025-07-16
TXN10665,Vendor_017,2076.33,2025-04-18
TXN10282,Vendor_023,14211.71,2025-06-21
TXN10903,Vendor_048,9527.97,2025-04-26
TXN10471,Vendor_047,90.7,2025-10-08
TXN10738,Vendor_021,15758.21,2025-02-07
TXN10367,Vendor_037,1837.88,2025-04-26
TXN10025,Vendor_018,2088.5,2025-04-05
TXN10196,Vendor_025,573.06,2025-01-12
TXN10064,Vendor_023,5199.32,2025-01-12
TXN10015,Vendor_030,870.46,2025-07-25
TXN10466,Vendor_033,4017.51,2025-07-03
TXN10297,Vendor_045,2695.91,2025-10-06
TXN10883,Vendor_054,7026.26,2025-05-29
TXN10621,Vendor_036,3337.27,2025-03-26
TXN10336,Vendor_016,618.23,2025-08-26
TXN10820,Vendor_044,922.9,2025-10-15
TXN10026,Vendor_038,404.93,2025-02-01
TXN10588,Vendor_034,5321.11,2025-03-06
TXN10043,Vendor_022,1222.39,2025-04-13
TXN10497,Vendor_038,1411.71,2025-07-21
TXN10792,Vendor_047,2573.58,2025-03-25
TXN10515,Vendor_031,4827.14,2025-07-11
TXN20005,Vendor_064,60130.0,2025-02-22
TXN10561,Vendor_009,26850.0,2025-08-16
TXN10917,Vendor_057,2304.44,2025-08-10
TXN10454,Vendor_044,907.47,2025-08-12
TXN10387,Vendor_026,20723.47,2025-07-15
TXN10071,Vendor_055,13352.35,2025-07-02
TXN10542,Vendor_026,3600.2,2025-09-17
TXN10456,Vendor_022,1573.19,2025-05-30
TXN10633,Vendor_037,1038.0,2025-06-25
TXN10431,Vendor_021,127.61,2025-06-13
TXN10627,Vendor_002,1535.29,2025-09-20
TXN10653,Vendor_044,429.03,2025-08-01
TXN10728,Vendor_037,896.33,2025-06-21
TXN10264,Vendor_038,1302.01,2025-02-11
TXN10209,Vendor_046,270641.66,2025-01-27
TXN10316,Vendor_035,4387.61,2025-05-23
TXN10896,Vendor_057,1454.98,2025-08-30
TXN10513,Vendor_045,555.67,2025-03-17
TXN10313,Vendor_009,5205.98,2025-06-29
TXN10534,Vendor_049,774.81,2025-09-11
TXN10829,Vendor_037,1253.48,2025-01-07
TXN10319,Vendor_047,1526.62,2025-02-18
TXN10007,Vendor_060,4903.31,2025-05-25
TXN10393,Vendor_021,19553.24,2025-02-11
TXN10141,Vendor_053,9890.06,2025-08-30
TXN10086,Vendor_051,5943.32,2025-04-06
TXN10864,Vendor_044,815.15,2025-05-19
TXN10478,Vendor_042,98967.33,2025-01-10
TXN10503,Vendor_029,3758.82,2025-01-14
TXN10753,Vendor_008,7113.39,2025-04-03
TXN10215,Vendor_049,4849.64,2025-03-18
TXN10580,Vendor_004,2807.49,2025-03-27
TXN10562,Vendor_056,5610.88,2025-04-17
TXN10398,Vendor_002,1557.91,2025-03-01
TXN10925,Vendor_001,249.6,2025-02-06
TXN10668,Vendor_020,57.61,2025-09-29
TXN10490,Vendor_056,1789.4,2025-07-30
TXN10252,Vendor_011,28532.61,2025-05-18
TXN10907,Vendor_047,4770.13,2025-07-08
TXN10468,Vendor_054,907.19,2025-01-19
TXN10914,Vendor_002,1597.37,2025-06-18
TXN10357,Vendor_021,1242.33,2025-06-05
TXN10254,Vendor_013,250.84,2025-09-11
TXN10276,Vendor_032,2342.04,2025-05-29
TXN10178,Vendor_038,1281.7,2025-01-19
TXN10281,Vendor_022,4275.99,2025-05-10
TXN10390,Vendor_018,562.31,2025-08-20
TXN10508,Vendor_030,1925.76,2025-03-23
TXN10749,Vendor_022,290.42,2025-06-02
TXN10583,Vendor_034,34610.1,2025-01-28
TXN20022,Vendor_064,7235.0,2025-01-13
TXN10129,Vendor_047,939.63,2025-07-26
TXN10144,Vendor_034,2534.74,2025-08-05
TXN20010,Vendor_065,6775.0,2025-06-06
TXN10847,Vendor_030,43997.59,2025-05-02
TXN10645,Vendor_059,1268.33,2025-09-04
TXN10715,Vendor_059,7587.77,2025-03-09
TXN10905,Vendor_032,1920.55,2025-05-27
TXN10767,Vendor_049,18070.59,2025-02-10
TXN10072,Vendor_032,1725.77,2025-10-27
TXN10908,Vendor_031,4184.45,2025-07-27
TXN10235,Vendor_024,4122.0,2025-07-27
TXN10037,Vendor_033,141.52,2025-07-21
